,Symbol,Scientific Name,Common Name
9734,MOAM,Morisonia americana L.,ratapple
9735,MOOD3,Morrenia odorata (Hook. & Arn.) Lindl.,latexplant
9736,MOUT,Mortonia utahensis (Coville ex A. Gray) A. Nelson,Utah mortonia
9737,MORUS,Morus,mulberry
9738,MOAL,Morus alba L.,white mulberry
9739,MOALT,Morus alba L. var. multicaulis (Perr.) Loudon,N/A
9740,MORU2,Morus rubra L.,red mulberry
9741,MOHE,Mouriri helleri Britton,mameyuelo
9742,MUPR,Mucuna pruriens (L.) DC.,cowitch
9743,MUUR,Mucuna urens (L.) Medik.,oxeye bean
9744,MUAN,Muhlenbergia andina (Nutt.) Hitchc.,foxtail muhly
9745,MUCO4,Muhlenbergia comata (Thurb.) Thurb. ex Benth.,N/A
9746,MUAP,Muhlenbergia appressa C.O. Goodding,Devils Canyon muhly
9747,MUAR,Muhlenbergia arenacea (Buckley) Hitchc.,ear muhly
9748,MUAR2,Muhlenbergia arenicola Buckley,sand muhly
9749,MUAR3,Muhlenbergia arizonica Scribn.,Arizona muhly
9750,MUAR4,Muhlenbergia arsenei Hitchc.,Navajo muhly
9751,MUAS,Muhlenbergia asperifolia (Nees & Meyen ex Trin.) Parodi,scratchgrass
9752,SPAS3,Sporobolus asperifolius (Nees & Meyen ex Trin.) Nees,N/A
9753,MUBR2,Muhlenbergia brevis C.O. Goodding,short muhly
9754,MUBU,Muhlenbergia bushii Pohl,nodding muhly
9755,MUCA,Muhlenbergia californica Vasey,California muhly
9756,MUCA2,Muhlenbergia capillaris (Lam.) Trin.,hairawn muhly
9757,MUCU,Muhlenbergia curtifolia Scribn.,Utah muhly
9758,MUCU2,Muhlenbergia ×curtisetosa (Scribn.) Bush (pro sp.) [frondosa × schreberi], 
9759,MUCU3,Muhlenbergia cuspidata (Torr. ex Hook.) Rydb.,plains muhly
9760,MUBR3,Muhlenbergia brevifolia (Nutt.) M.E. Jones,N/A
9761,MUDE,Muhlenbergia depauperata Scribn.,sixweeks muhly
9762,MUDU,Muhlenbergia dubia Fourn. ex Hemsl.,pine muhly
9763,MUDU3,Muhlenbergia dumosa Scribn. ex Vasey,bamboo muhly
9764,MUEL2,Muhlenbergia elongata Scribn. ex Beal,sycamore muhly
9765,MUEL,Muhlenbergia eludens C.G. Reeder,gravelbar muhly
9766,MUEM,Muhlenbergia emersleyi Vasey,bullgrass
9767,MUEX,Muhlenbergia expansa (Poir.) Trin.,cutover muhly
9768,MUFI,Muhlenbergia filiculmis Vasey,slimstem muhly
9769,MUFI2,Muhlenbergia filiformis (Thurb. ex S. Watson) Rydb.,pullup muhly
9770,MUSI2,Muhlenbergia filiformis (Thurb. ex S. Watson) Rydb. var. fortis E.H. Kelso,N/A
9771,MUFR,Muhlenbergia fragilis Swallen,delicate muhly
9772,MUFR2,Muhlenbergia frondosa (Poir.) Fernald,wirestem muhly
9773,MUGL,Muhlenbergia glabriflora Scribn.,inland muhly
9774,MUGL2,Muhlenbergia glauca (Nees) B.D. Jacks.,desert muhly
9775,MUGL3,Muhlenbergia glomerata (Willd.) Trin.,spiked muhly
9776,MUIN,Muhlenbergia ×involuta Swallen (pro sp.) [lindheimeri × reverchonii], 
9777,MUJO,Muhlenbergia jonesii (Vasey) Hitchc.,Modoc muhly
9778,MULI,Muhlenbergia lindheimeri Hitchc.,Lindheimer's muhly
9779,MULO,Muhlenbergia longiligula Hitchc.,longtongue muhly
9780,MUMA4,Muhlenbergia macroura (Kunth) Hitchc.,muhly
9781,MUME2,Muhlenbergia mexicana (L.) Trin.,Mexican muhly
9782,MUAM,Agrostis mexicana L.,N/A
9783,MUFO,Agrostis mexicana L.,N/A
9784,MUMI,Muhlenbergia microsperma (DC.) Trin.,littleseed muhly
9785,MUMI2,Muhlenbergia minutissima (Steud.) Swallen,annual muhly
9786,SPCO11,Sporobolus confusus auct. non (Fourn.) Vasey,N/A
9787,MUMO,Muhlenbergia montana (Nutt.) Hitchc.,mountain muhly
9788,MUPA5,Muhlenbergia palmeri Vasey,southwestern muhly
9789,MUPA2,Muhlenbergia pauciflora Buckley,New Mexico muhly
9790,MUPE,Muhlenbergia pectinata C.O. Goodding,combtop muhly
9791,MUPE3,Muhlenbergia peruviana (P. Beauv.) Steud.,Peruvian muhly
9792,MUPO,Muhlenbergia polycaulis Scribn.,cliff muhly
9793,MUPO2,Muhlenbergia porteri Scribn. ex Beal,bush muhly
9794,MUPU2,Muhlenbergia pungens Thurb.,sandhill muhly
9795,MURA,"Muhlenbergia racemosa (Michx.) Britton, Sterns & Poggenb.",marsh muhly
9796,MURA4,Muhlenbergia ramulosa (Kunth) Swallen,green muhly
9797,MURE,Muhlenbergia repens (J. Presl) Hitchc.,creeping muhly
9798,MURE2,Muhlenbergia reverchonii Vasey & Scribn.,seep muhly
9799,MURI,Muhlenbergia richardsonis (Trin.) Rydb.,mat muhly
9800,MURI2,Muhlenbergia rigens (Benth.) Hitchc.,deergrass
9801,MUMA3,Epicampes rigens Benth.,N/A
9802,MUMU2,Epicampes rigens Benth.,N/A
9803,MURI3,Muhlenbergia rigida (Kunth) Trin.,purple muhly
9804,MUME,Muhlenbergia metcalfei M.E. Jones,N/A
9805,MUSC,Muhlenbergia schreberi J.F. Gmel.,nimblewill
9806,MUPA6,Muhlenbergia palustris Scribn.,N/A
9807,MUSE,Muhlenbergia setifolia Vasey,curlyleaf muhly
9808,MUSI,Muhlenbergia sinuosa Swallen,marshland muhly
9809,MUSO,Muhlenbergia sobolifera (Muhl. ex Willd.) Trin.,rock muhly
9810,MUSOS,Agrostis sobolifera Muhl. ex Willd.,N/A
9811,MUSP4,Muhlenbergia spiciformis Trin.,longawn muhly
9812,MUST,Muhlenbergia straminea Hitchc.,screwleaf muhly
9813,MUSY,Muhlenbergia sylvatica (Torr.) Torr. ex A. Gray,woodland muhly
9814,MUUM,"Agrostis sylvatica Torr., non Huds.",N/A
9815,MUTE,"Muhlenbergia tenuiflora (Willd.) Britton, Sterns & Poggenb.",slimflower muhly
9816,MUTE4,Muhlenbergia tenuifolia (Kunth) Trin.,slender muhly
9817,MUTE2,Muhlenbergia texana Buckley,Texas muhly
9818,MUTH,Muhlenbergia thurberi Rydb.,Thurber's muhly
9819,MUTO,Muhlenbergia torreyana (Schult.) Hitchc.,New Jersey muhly
9820,SPTO7,Sporobolus torreyanus (Schult.) Nash,N/A
9821,MUTO2,Muhlenbergia torreyi (Kunth) Hitchc. ex Bush,ring muhly
9822,MUGR,Muhlenbergia gracillima Torr.,N/A
9823,MUUN,Muhlenbergia uniflora (Muhl.) Fernald,bog muhly
9824,SPUN2,Muhlenbergia uniflora (Muhl.) Fernald var. terrae-novae Fernald,N/A
9825,MUUT,Muhlenbergia utilis (Torr.) Hitchc.,aparejograss
9826,MUVIV,Muhlenbergia villiflora Hitchc. var. villosa (Swallen) C.W. Morden,hairy muhly
9827,MUWR,Muhlenbergia wrightii Vasey ex J.M. Coult.,spike muhly
9828,MUCL,Muilla clevelandii (S. Wats.) Hoover,San Diego goldenstar
9829,BLCL2,Bloomeria clevelandii S. Watson,N/A
9830,MUTR,Muilla transmontana Greene,inland muilla
9831,MUCA4,Muntingia calabura L.,strawberrytree
9832,MUKE,Murdannia keisak (Hassk.) Hand.-Maz.,wartremoving herb
9833,ANKE3,Aneilema keisak Hassk.,N/A
9834,MUNU,Murdannia nudiflora (L.) Brenan,nakedstem dewflower
9835,MUSI3,Murdannia simplex (Vahl) Brenan, 
9836,MUEX2,Murraya exotica L.,Chinese box
9837,MUSA2,Musa,banana
9838,MUBA,Musa balbisiana Colla,banana
9839,MUPA3,Musa ×paradisiaca L. (pro sp.) [acuminata × balbisiana],French plantain
9840,MUBO,Muscari botryoides (L.) Mill.,common grape hyacinth
9841,MUCO2,Muscari comosum (L.) Mill.,tassel grape hyacinth
9842,MUNE,Muscari neglectum Guss. ex Ten.,starch grape hyacinth
9843,MURA2,Muscari atlanticum Boiss. & Reut.,N/A
9844,MUDI,Musineon divaricatum (Pursh) Raf.,leafy wildparsley
9845,MUTE3,Musineon tenuifolium (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose,slender wildparsley
9846,MUSSA,Mussaenda, 
9847,MYPE,Myagrum perfoliatum L.,bird's-eye cress
9848,MYAN2,Mylia anomala (Hook.) A. Gray, 
9849,MYTA,Mylia taylorii (Hook.) A. Gray, 
9850,MYHO4,Myosotidium hortensia (Decne.) Baill.,giant forget-me-not
9851,MYOSO,Myosotis,forget-me-not
9852,MYAR,Myosotis arvensis (L.) Hill,field forget-me-not
9853,MYDI,Myosotis discolor Pers.,changing forget-me-not
9854,MYVE5,Myosotis versicolor (Pers.) Sm.,N/A
9855,MYLA,Myosotis laxa Lehm.,bay forget-me-not
9856,MYMA,Myosotis macrosperma Engelm.,largeseed forget-me-not
9857,MYSC,Myosotis scorpioides L.,true forget-me-not
9858,MYST2,Myosotis stricta Link ex Roem. & Schult.,strict forget-me-not
9859,MYMI,Myosotis micrantha auct. non Pall. ex Lehm.,N/A
9860,MYVE,Myosotis verna Nutt.,spring forget-me-not
9861,MYVI2,"Myosotis virginica auct. non (L.) Britton, Sterns & Poggenb.",N/A
9862,MYAQ,Myosoton aquaticum (L.) Moench,giantchickweed
9863,MYAP,Myosurus apetalus C. Gay,bristly mousetail
9864,MYAPB,Myosurus apetalus C. Gay var. borealis Whittemore,bristly mousetail
9865,MYMI2,Myosurus minimus L.,tiny mousetail
9866,MYCI,Myrcia citrifolia (Aubl.) Urb.,red rodwood
9867,MYMA5,Myrcia maricaensis Alain,maricao rodwood
9868,MYSP,Myrcia splendens (Sw.) DC.,punchberry
9869,MYFL,Myrciaria floribunda (West ex Willd.) Berg,guavaberry
9870,MYRIC,Myrica,sweetgale
9871,MYGA,Myrica gale L.,sweetgale
9872,GAPA8,Gale palustris A. Chev.,N/A
9873,MYAL3,Myriophyllum alterniflorum DC.,alternateflower watermilfoil
9874,MYAQ2,Myriophyllum aquaticum (Vell.) Verdc.,parrot feather watermilfoil
9875,MYBR,Enydria aquatica Vell.,N/A
9876,MYFA2,Myriophyllum farwellii Morong,Farwell's watermilfoil
9877,MYHE2,Myriophyllum heterophyllum Michx.,twoleaf watermilfoil
9878,MYHU,Myriophyllum humile (Raf.) Morong,low watermilfoil
9879,MYPI,"Myriophyllum pinnatum (Walter) Britton, Sterns & Poggenb.",cutleaf watermilfoil
9880,MYSI,Myriophyllum sibiricum Kom.,shortspike watermilfoil
9881,MYSP2,Myriophyllum spicatum L.,Eurasian watermilfoil
9882,MYTE,Myriophyllum tenellum Bigelow,slender watermilfoil
9883,MYVE3,Myriophyllum verticillatum L.,whorl-leaf watermilfoil
9884,MYFR2,Myrospermum frutescens Jacq.,cercipo
9885,MYBA3,Myroxylon balsamum (L.) Harms,balsam of Tolu
9886,MYBAP,Myroxylon balsamum (L.) Harms var. pereirae (Royle) Harms,balsam of Peru
9887,MYOD,Myrrhis odorata (L.) Scop.,anise
9888,MYCO9,Myrtus communis L.,myrtle
9889,MYJU70,Myurella julacea (Schwägr.) Schimp.,myurella moss
9890,MYTE3,Myurella tenerrima (Brid.) Lindb.,myurella moss
9891,NAFL,Najas flexilis (Willd.) Rostk. & Schmidt,nodding waternymph
9892,NAGR,Najas gracillima (A. Braun ex Engelm.) Magnus,slender waternymph
9893,NAGU,Najas guadalupensis (Spreng.) Magnus,southern waternymph
9894,NAMA,Najas marina L.,spiny naiad
9895,NAMI,Najas minor All.,brittle waternymph
9896,NAAR,Nama aretioides (Hook. & Arn.) Brand,ground nama
9897,NACA3,Nama californicum (A. Gray) Bacon,California fiddleleaf
9898,NACA,Nama carnosum (Woot.) C.L. Hitchc.,sand fiddleleaf
9899,NADE,Nama demissum A. Gray,purplemat
9900,NADE2,Nama densum Lemmon,leafy nama
9901,NAHA,Nama havardii A. Gray,Havard's fiddleleaf
9902,NAHI,Nama hispidum A. Gray,bristly nama
9903,NALO,Nama lobbii A. Gray,Lobb's fiddleleaf
9904,NARE,Nama retrorsum J.T. Howell,betatakin fiddleleaf
9905,NARO,Nama rothrockii A. Gray,Rothrock's fiddleleaf
9906,NAST,Nama stenocarpum A. Gray,mud fiddleleaf
9907,NAXY,Nama xylopodum (Woot. & Standl.) C.L. Hitchc.,yellowseed fiddleleaf
9908,NADO,Nandina domestica Thunb.,sacred bamboo
9909,NADI2,Napaea dioica L.,glademallow
9910,NARCI,Narcissus,daffodil
9911,NABU,Narcissus bulbocodium L.,petticoat daffodil
9912,NAJO,Narcissus jonquilla L.,jonquil
9913,NAPO,Narcissus poeticus L.,poet's narcissus
9914,NAPS,Narcissus pseudonarcissus L.,daffodil
9915,NACO5,Nardia compressa (Hook.) A. Gray, 
9916,NAIN5,Nardia insecta Lindb., 
9917,NASC2,Nardia scalaris A. Gray, 
9918,NAST3,Nardus stricta L.,matgrass
9919,NAAM,Narthecium americanum Ker Gawl.,yellow asphodel
9920,ABAM4,Narthecium ossifragum (L.) Huds. var. americanum (Ker Gawl.) A. Gray,N/A
9921,NACA2,Narthecium californicum Baker,California bog asphodel
9922,NACE,Nassella cernua (Stebbins & R.M. Love) Barkworth,nodding needlegrass
9923,NALE2,Nassella lepida (Hitchc.) Barkworth,foothill needlegrass
9924,NALE3,Nassella leucotricha (Trin. & Rupr.) Pohl,Texas wintergrass
9925,NANE,Nassella neesiana (Trin. & Rupr.) Barkworth,Uruguayan needlegrass
9926,NAPU4,Nassella pulchra (Hitchc.) Barkworth,purple needlegrass
9927,STPU2,Stipa pulchra Hitchc.,N/A
9928,NATE3,Nassella tenuissima (Trin.) Barkworth,finestem needlegrass
9929,NATR3,Nassella trichotoma (Nees) Hack.,serrated tussock
9930,NAVI4,Nassella viridula (Trin.) Barkworth,green needlegrass
9931,NAMI2,Nasturtium microphyllum Boenn. ex Rchb.,onerow yellowcress
9932,NAOF,Nasturtium officinale W.T. Aiton,watercress
9933,RONA2,Nasturtium nasturtium-aquaticum (L.) Karsten,N/A
9934,SINA4,Nasturtium nasturtium-aquaticum (L.) Karsten,N/A
9935,NABR,Navarretia breweri (A. Gray) Greene,Brewer's navarretia
9936,NACA6,Navarretia capillaris (Kellogg) Kuntze,miniature gilia
9937,GICA4,Gilia capillaris Kellogg,N/A
9938,NAFO,Navarretia fossalis Moran,vernalpool pincushionplant
9939,NAHA2,Navarretia hamata Greene,hooked pincushionplant
9940,NAIN2,Navarretia intertexta (Benth.) Hook.,needleleaf navarretia
9941,NALE,Navarretia leucocephala Benth.,whitehead navarretia
9942,NALEM,Navarretia leucocephala Benth. ssp. minima (Nutt.) Day,least navarretia
9943,NAMI3,Navarretia minima Nutt.,N/A
9944,NALEP,Navarretia leucocephala Benth. ssp. pauciflora (H. Mason) Day,fewflower navarretia
9945,NAMY,Navarretia myersii Allen & Day,Myers' pincushionplant
9946,NANIN,Navarretia nigelliformis Greene ssp. nigelliformis,adobe navarretia
9947,NAPR2,Navarretia prostrata (A. Gray) Greene,prostrate pincushionplant
9948,NASIS,Navarretia sinistra (M.E. Jones) L.A. Johnson ssp. sinistra,Alva Day's gilia
9949,NECO8,Neckera complanata (Hedw.) Hüb.,neckera moss
9950,NEPE4,Neckera pennata Hedw.,neckera moss
9951,NECO,Nectandra coriacea (Sw.) Griseb.,lancewood
9952,NEPA4,Nectandra patens (Sw.) Griseb.,capberry
9953,NEBU,Neea buxifolia (Hook. f.) Heimerl,saltwood
9954,NERE3,Neeragrostis reptans (Michx.) Nicora,creeping lovegrass
9955,ERWE3,Eragrostis reptans (Michx.) Nees,N/A
9956,NELUM,Nelumbo,lotus
9957,NELU,Nelumbo lutea Willd.,American lotus
9958,NENU2,Nelumbo nucifera Gaertn.,sacred lotus
9959,NENE3,Nelumbium nelumbo (L.) Druce,N/A
9960,NEGR,Nemacladus gracilis Eastw.,slender threadplant
9961,NEGE,Nemastylis geminiflora Nutt.,prairie pleatleaf
9962,NEAC2,"Ixia acuta Bartram, nom. illeg., non Ixia acuta Licht. ex Roem. & Schult.",N/A
9963,NEMES2,Nemesia,nemesia
9964,NEAP,Nemophila aphylla (L.) Brummitt,smallflower baby blue eyes
9965,NEHE,Nemophila heterophylla Fisch. & C.A. Mey.,small baby blue eyes
9966,NEMA,Nemophila maculata Benth. ex Lindl.,fivespot
9967,NEME,Nemophila menziesii Hook. & Arn.,baby blue eyes
9968,NEMEA,Nemophila menziesii Hook. & Arn. var. atomaria (Fisch. & C.A. Mey.) Chandler,baby blue eyes
9969,NEMEI,Nemophila menziesii Hook. & Arn. var. integrifolia Parish,baby blue eyes
9970,NEMEM,Nemophila menziesii Hook. & Arn. var. menziesii,baby blue eyes
9971,NEPH,Nemophila phacelioides Nutt.,largeflower baby blue eyes
9972,NESP,Nemophila spatulata Coville,Sierra baby blue eyes
9973,NEAQ2,Neobeckia aquatica (Eaton) Greene,lakecress
9974,NEFI,Neogaerrhinum filipes (A. Gray) Rothm.,yellow twining snapdragon
9975,NEOMA,Neomarica,neomarica
9976,NEBR5,Neomarica brachypus (Baker) Sprague, 
9977,NEWI2,Neonotonia wightii (Wight & Arn.) Lackey,perennial soybean
9978,NEORE,Neoregelia,neoregelia
9979,NEVO,Neorudolphia volubilis (Willd.) Britton,bejuco de alambre
9980,NECO2,Neostapfia colusana (Burtt Davy) Burtt Davy,Colusagrass
9981,NEHU2,Neotorularia humilis (C.A. Mey.) Hedge & J. Léonard,low northern-rockcress
9982,BRHU,Arabidopsis novae-angliae (Rydb.) Britton,N/A
9983,NEPEN,Nepenthes, 
9984,NECA2,Nepeta cataria L.,catnip
9985,NERA2,Nepeta racemosa Lam.,raceme catnip
9986,NEPHR,Nephrolepis,swordfern
9987,NECR2,Nephrophyllidium crista-galli (Menzies ex Hook.) Gilg,deercabbage
9988,NEAQ,Nepsera aquatica (Aubl.) Naud.,altea
9989,NELU2,Neptunia lutea (Leavenworth) Benth.,yellow puff
9990,NEPL,Neptunia plena (L.) Benth.,water dead and awake
9991,NEPR2,Neptunia prostrata (Lam.) Baill.,garden puff
9992,NEBO,Nerine bowdenii W. Watson, 
9993,NECA3,Nerisyrenia camporum (A. Gray) Greene,bicolor fanmustard
9994,GRCA2,Greggia camporum A. Gray,N/A
9995,NELI,Nerisyrenia linearifolia (S. Wats.) Greene,White Sands fanmustard
9996,NEOL,Nerium oleander L.,oleander
9997,NEPA3,Neslia paniculata (L.) Desv.,ballmustard
9998,NEST5,"Nestotus stenophyllus (A. Gray) R.P. Roberts, Urbatsch & Neubig",narrowleaf mock goldenweed
9999,NEUM,Nestronia umbellula Raf.,leechbrush
10000,NEAL,Neviusia alabamensis A. Gray,Alabama snow-wreath
10001,NECL,"Neviusia cliftonii Shevock, Ertter & D.W. Taylor",Shasta snow-wreath
10002,NEYRA,Neyraudia,neyraudia
10003,NERE,Neyraudia reynaudiana (Kunth) Keng ex Hitchc.,silkreed
10004,NIPH,Nicandra physalodes (L.) Scop.,apple of Peru
10005,PHPH3,Atropa physalodes L.,N/A
10006,NIOC,Nicolletia occidentalis A. Gray,Mojave hole-in-the-sand plant
10007,NICOT,Nicotiana,tobacco
10008,NIAT,Nicotiana attenuata Torr. ex S. Watson,coyote tobacco
10009,NIGL,Nicotiana glauca Graham,tree tobacco
10010,NILO,Nicotiana longiflora Cav.,longflower tobacco
10011,NIOB,Nicotiana obtusifolia M. Martens & Galeotti,desert tobacco
10012,NIOBO,Nicotiana obtusifolia M. Martens & Galeotti var. obtusifolia,desert tobacco
10013,NITR,Nicotiana trigonophylla Dunal,N/A
10014,NIRU,Nicotiana rustica L.,Aztec tobacco
10015,NITA,Nicotiana tabacum L.,cultivated tobacco
10016,NIERE,Nierembergia,cupflower
10017,NIDA,Nigella damascena L.,devil in the bush
10018,NIPL,Nissolia platycalyx S. Watson,broadsepal yellowhood
10019,NISC,Nissolia schottii (Torr.) A. Gray,Schott's yellowhood
10020,NIMO,Nitrophila mohavensis Munz & Roos,Amargosa niterwort
10021,NIOC2,Nitrophila occidentalis (Moq.) S. Watson,boraxweed
10022,NOER,Nolina erumpens (Torr.) S. Watson,foothill beargrass
10023,NOIN,Nolina interrata Gentry,Dehesa beargrass
10024,NOMI,Nolina microcarpa S. Watson,sacahuista
10025,NOPA,Nolina parryi S. Watson,Parry's beargrass
10026,NOTE,Nolina texana S. Watson,Texas sacahuista
10027,NOAL2,Nothocalais alpestris (A. Gray) K.L. Chambers,alpine lake false dandelion
10028,NOCU,Nothocalais cuspidata (Pursh) Greene,prairie false dandelion
10029,NOTR2,Nothocalais troximoides (A. Gray) Greene,sagebrush false dandelion
10030,NONE3,Nothochelone nemorosa (Douglas ex Lindl.) Straw,woodland beardtongue
10031,NODO,Nothofagus dombeyi (Mirb.) Blume,coigue
10032,NOOB,Nothofagus obliqua (Birb.) Blume,roble beech
10033,NOGR,Notholaena grayi Davenport,Gray's cloak fern
10034,NOGR2,Notholaena greggii (Mett. ex Kuhn) Maxon,Gregg's cloak fern
10035,NOLE,Notholaena lemmonii D.C. Eaton,Lemmon's cloak fern
10036,NOST,Notholaena standleyi Maxon,star cloak fern
10037,NOBI2,Nothoscordum bivalve (L.) Britton,crowpoison
10038,ALBI3,Allium bivalve (L.) Kuntze,N/A
10039,NOBO,Nothoscordum borbonicum Kunth,fragrant false garlic
10040,NOTOC,Notocactus,notocactus
10041,NOOR,Notothylas orbicularis (Schwein.) Sull.,round notothylas
10042,NOCU3,Nowellia curvifolia (Dicks.) Mitt., 
10043,NULU,Nuphar lutea (L.) Sm.,yellow pond-lily
10044,NULUA,Nuphar lutea (L.) Sm. ssp. advena (Aiton) Kartesz & Gandhi,yellow pond-lily
10045,NUAD2,Nuphar advena (Aiton) W.T. Aiton,N/A
10046,NYAD,Nuphar advena (Aiton) W.T. Aiton,N/A
10047,NYMA,Nuphar advena (Aiton) W.T. Aiton,N/A
10048,NULUP,Nuphar lutea (L.) Sm. ssp. polysepala (Engelm.) E.O. Beal,Rocky Mountain pond-lily
10049,NULUS,Nuphar lutea (L.) Sm. ssp. sagittifolia (Walter) E.O. Beal,yellow pond-lily
10050,NUCA,Nuttallanthus canadensis (L.) D.A. Sutton,Canada toadflax
10051,LICA6,Linaria canadensis (L.) Chaz.,N/A
10052,NUTE,Nuttallanthus texanus (Scheele) D.A. Sutton,Texas toadflax
10053,LITE5,Linaria canadensis (L.) Chaz. var. texana (Scheele) Pennell,N/A
10054,NYCA,Nyctaginia capitata Choisy,devil's bouquet
10055,NYMPH,Nymphaea,waterlily
10056,NYCA3,Nymphaea caerulea Savigny,Egyptian lotus
10057,NYCA2,Nymphaea capensis Thunb.,Cape blue waterlily
10058,NYEL,Nymphaea elegans Hook.,tropical royalblue waterlily
10059,NYLO,Nymphaea lotus L.,white Egyptian lotus
10060,NYME,Nymphaea mexicana Zucc.,yellow waterlily
10061,NYOD,Nymphaea odorata Aiton,American white waterlily
10062,NYODO,Nymphaea odorata Aiton ssp. odorata,American white waterlily
10063,NYODT,Nymphaea odorata Aiton ssp. tuberosa (Paine) Wiersma & Hellquist,American white waterlily
10064,NYTU,Castalia tuberosa (Paine) Greene,N/A
10065,NYTE,Nymphaea tetragona Georgi,pygmy waterlily
10066,CATE17,Castalia tetragona (Georgi) G. Lawson,N/A
10067,NYAQ,Nymphoides aquatica (J.F. Gmel.) Kuntze,big floatingheart
10068,NYCO,Nymphoides cordata (Elliot) Fernald,little floatingheart
10069,NYLA,Nymphoides lacunosa (Vent.) Kuntze,N/A
10070,NYPE,Nymphoides peltata (S.G. Gmel.) Kuntze,yellow floatingheart
10071,NYNY,Limnanthemum peltatum S.G. Gmel.,N/A
10072,NYFR2,Nypa fruticans Wurmb,nipa palm
10073,NYSSA,Nyssa,tupelo
10074,NYAQ2,Nyssa aquatica L.,water tupelo
10075,NYBI,Nyssa biflora Walter,swamp tupelo
10076,NYSYB,Nyssa sylvatica Marsh. var. biflora (Walter) Sarg.,N/A
10077,NYOG,Nyssa ogeche Bartram ex Marsh.,Ogeechee tupelo
10078,NYSY,Nyssa sylvatica Marsh.,blackgum
10079,OBVI,Obolaria virginica L.,Virginia pennywort
10080,OCHNA,Ochna,ochna
10081,OCPY,Ochroma pyramidale (Cav. ex Lam.) Urb.,West Indian balsa
10082,OCEL,Ochrosia elliptica Labill.,elliptic yellowwood
10083,OCBA,Ocimum basilicum L.,sweet basil
10084,OCCA5,Ocimum campechianum P. Mill.,least basil
10085,OCGR,Ocimum gratissimum L.,African basil
10086,OCAC,Oclemena acuminata (Michx.) Greene,whorled wood aster
10087,OCNE2,Oclemena nemoralis (Aiton) Greene,bog aster
10088,OCRE2,Oclemena reticulata (Pursh) G.L. Nesom,pine barren whitetop aster
10089,OCLE,Ocotea leucoxylon (Sw.) De Laness.,loblolly sweetwood
10090,OCSP,Ocotea spathulata Mez,nemoca cimarrona
10091,OCWR,Ocotea wrightii (Meisn.) Mez,Wright's laurel canelon
10092,ODVES,Odontites vernus (Bellardi) Dumort. ssp. serotinus (Dumort.) Corb.,red bartsia
10093,ODTR,Odontoglossum triumphans Rchb. F. & Warsz., 
10094,ODTU,Odontonema tubiforme (Bertol.) Kuntze,firespike
10095,ODST,Odontonema strictum (Nees) Kuntze,N/A
10096,ODDE3,Odontoschisma denudatum (Mart.) Dumort., 
10097,ODSP,Odontoschisma sphagni (Dicks.) Dumort., 
10098,ODHA,Odontostomum hartwegii Torr.,Hartweg's doll's-lily
10099,OEMLE,Oemleria,oemleria
10100,OECE,Oemleria cerasiformis (Torr. & A. Gray ex Hook. & Arn.) Landon,Indian plum
